meter_id,zone_id,customer_type,contracted_capacity_kva,baseline_avg_kwh,monitoring_avg_kwh,monitoring_std_kwh,min_14d_rolling_kwh,alarm_count_cover_open,alarm_count_magnetic_tamper,alarm_count_reverse_energy,alarm_count_tilt,total_alarms,drop_ratio,min_drop_ratio
MTR-00019,ZONE-09,residential,5,19.578,19.771416666666667,2.024765281897808,18.44,0.0,0.0,0.0,0.0,0.0,-0.00987928627370871,0.05812646848503411
MTR-00020,ZONE-05,residential,5,10.757333333333333,10.795083333333334,1.0765007080860673,9.6,1.0,0.0,0.0,0.0,1.0,-0.003509234010907303,0.10758552305404068
MTR-00021,ZONE-06,residential,5,12.273,10.666,2.7582808554081155,6.994999999999999,0.0,0.0,0.0,1.0,1.0,0.13093783101116263,0.4300497025992015
MTR-00022,ZONE-04,residential,5,9.1555,9.231083333333334,1.0787798864538427,8.734285714285715,0.0,0.0,0.0,0.0,0.0,-0.008255511259170456,0.04600669386863476
MTR-00023,ZONE-02,residential,15,16.658666666666665,17.071083333333334,2.021419667458688,13.05,0.0,0.0,0.0,0.0,0.0,-0.024756883303985955,0.21662397951016477
MTR-00024,ZONE-10,industrial,150,380.3685,245.25025,67.8279193954584,203.81,0.0,0.0,1.0,0.0,1.0,0.3552298626200645,0.4641775015544136
MTR-00025,ZONE-08,residential,15,12.8165,13.040249999999999,1.3743646125520308,11.79,0.0,1.0,0.0,0.0,1.0,-0.017457964342839194,0.08009206881753994
MTR-00026,ZONE-07,residential,5,24.275666666666666,24.633666666666667,2.686508131083051,21.94,0.0,0.0,0.0,0.0,0.0,-0.014747277795323255,0.09621431611902176
MTR-00027,ZONE-05,industrial,150,205.93333333333334,203.47108333333333,23.63682324472223,190.2,0.0,0.0,0.0,0.0,0.0,0.011956539333117577,0.07640012949174502
MTR-00028,ZONE-09,residential,5,18.038833333333333,17.6385,2.0474467190202743,16.56642857142857,0.0,0.0,0.0,0.0,0.0,0.022192861696525013,0.08162416796567196
MTR-00029,ZONE-06,industrial,150,183.08483333333334,190.17166666666665,20.537912036337207,171.27,0.0,0.0,0.0,1.0,1.0,-0.03870792137342516,0.06453201566851063
MTR-00030,ZONE-05,industrial,150,255.57250000000002,173.657,51.02861080155067,141.98499999999999,1.0,1.0,0.0,1.0,3.0,0.3205176613289771,0.444443357559988
MTR-00031,ZONE-05,residential,10,10.203833333333334,10.241583333333333,0.9871187133986149,9.939285714285713,0.0,1.0,0.0,0.0,1.0,-0.00369959002335718,0.02592629753990694
MTR-00032,ZONE-03,residential,5,15.774666666666667,16.198833333333333,1.852304575629062,12.92,0.0,0.0,0.0,0.0,0.0,-0.02688910489392282,0.180965260755642
MTR-00033,ZONE-01,residential,15,17.716833333333334,17.409166666666668,2.033527623082002,13.82,1.0,0.0,0.0,0.0,1.0,0.017365782071664393,0.2199508941590389
MTR-00034,ZONE-06,residential,5,16.438666666666666,16.540333333333333,1.8268804900512705,14.93,0.0,0.0,0.0,0.0,0.0,-0.0061846054018979135,0.09177548868521368
MTR-00035,ZONE-09,residential,5,18.482833333333335,18.57091666666667,2.037618892064883,15.96,0.0,0.0,0.0,0.0,0.0,-0.004765683472050641,0.13649602784565862
MTR-00036,ZONE-01,residential,15,13.470333333333334,13.264666666666667,1.4702077446146609,12.637142857142857,1.0,0.0,0.0,0.0,1.0,0.015268120066318613,0.06185373855067755
MTR-00037,ZONE-09,residential,15,10.2095,10.351916666666666,1.230377612209947,8.96,0.0,0.0,0.0,0.0,0.0,-0.013949426188027303,0.12238601302708252
MTR-00038,ZONE-09,residential,5,16.933666666666667,16.745166666666666,1.7184573809984707,15.759285714285713,0.0,0.0,0.0,0.0,0.0,0.011131670636404856,0.06935184065555522
MTR-00039,ZONE-03,residential,10,18.007333333333335,18.460500000000003,1.906459982235542,15.78,1.0,0.0,0.0,0.0,1.0,-0.0251656732442338,0.12369034837658743
MTR-00040,ZONE-07,residential,15,14.026666666666667,14.068999999999999,1.5169082886920087,12.94,1.0,0.0,0.0,0.0,1.0,-0.0030180608365018013,0.07747148288973393
MTR-00041,ZONE-02,commercial,50,38.90566666666667,39.6525,4.168751148060267,36.67,0.0,0.0,0.0,0.0,0.0,-0.019196004009698786,0.05746377991209506
MTR-00042,ZONE-08,residential,15,14.4745,10.775833333333333,4.41989269106844,6.190714285714286,3.0,2.0,0.0,2.0,7.0,0.25552983983327004,0.5723020286908505
MTR-00043,ZONE-08,residential,10,22.929,23.21558333333333,2.5054145720561185,21.79,0.0,0.0,0.0,1.0,1.0,-0.012498727957317435,0.04967508395481701
MTR-00044,ZONE-04,residential,10,10.181000000000001,10.4915,1.1122395077900606,7.49,0.0,1.0,1.0,0.0,2.0,-0.030497986445339187,0.26431588252627447
MTR-00045,ZONE-01,industrial,100,378.78333333333336,381.0324166666667,44.235507943485956,314.13,0.0,0.0,0.0,0.0,0.0,-0.0059376512518150015,0.17068684824217895
MTR-00046,ZONE-10,residential,5,22.494666666666667,17.512166666666666,7.902369412076986,7.966428571428572,1.0,0.0,0.0,1.0,2.0,0.22149694742457482,0.645852561877101
MTR-00047,ZONE-05,residential,5,22.249166666666667,22.715333333333334,2.7108260805916142,18.8,0.0,0.0,0.0,0.0,0.0,-0.02095209558410427,0.15502453275403572
MTR-00048,ZONE-09,residential,10,20.737166666666667,20.687416666666664,2.2158297934790636,18.88,0.0,0.0,0.0,0.0,0.0,0.0023990741261665782,0.08955739694429488
MTR-00049,ZONE-07,residential,15,15.887333333333334,9.656583333333334,3.3504269126782744,7.712142857142857,0.0,3.0,0.0,0.0,3.0,0.3921835004825648,0.5145728552845334
MTR-00050,ZONE-08,commercial,25,87.261,87.36425,9.929099383067102,79.69785714285716,0.0,0.0,0.0,0.0,0.0,-0.0011832319134550406,0.08667265854325346
MTR-00051,ZONE-08,industrial,100,375.652,379.91091666666665,45.38859807580659,356.6378571428571,0.0,0.0,0.0,0.0,0.0,-0.011337399153116934,0.05061637594673496
MTR-00052,ZONE-02,residential,10,23.052666666666667,23.632916666666667,2.6451567905851454,19.94,0.0,0.0,0.0,0.0,0.0,-0.02517062378900481,0.13502414760403714
MTR-00053,ZONE-04,industrial,150,188.30983333333333,170.90891666666667,38.3457777587803,114.52071428571428,2.0,0.0,1.0,1.0,4.0,0.09240577806611261,0.39184952660970473
MTR-00054,ZONE-05,residential,15,15.661666666666667,15.9665,1.6580861955678807,13.7,0.0,0.0,0.0,0.0,0.0,-0.01946365861445143,0.12525274023624566
MTR-00055,ZONE-05,industrial,200,248.32016666666667,252.34425000000002,26.15498958334799,227.46,0.0,0.0,0.0,0.0,0.0,-0.016205221619132848,0.08400512510394842
MTR-00056,ZONE-01,residential,15,18.023000000000003,18.157916666666665,1.9933692165109138,14.71,2.0,0.0,0.0,0.0,2.0,-0.007485805174868965,0.1838206735837542
MTR-00057,ZONE-06,commercial,75,100.58683333333333,65.16308333333333,27.4850431073856,45.07214285714286,0.0,0.0,2.0,0.0,2.0,0.35217084409655997,0.5519081239213596
MTR-00058,ZONE-02,industrial,200,345.652,345.3790833333333,37.433018162211994,296.17,0.0,0.0,0.0,1.0,1.0,0.0007895706278762127,0.14315554372605965
MTR-00059,ZONE-08,commercial,75,61.8515,63.159,7.206108100048175,53.93,0.0,1.0,0.0,0.0,1.0,-0.021139341810626933,0.1280728842469463
MTR-00060,ZONE-07,industrial,150,235.351,236.69866666666667,24.9122354917996,218.52,0.0,0.0,0.0,0.0,0.0,-0.0057261990247190475,0.07151446137896156
MTR-00061,ZONE-10,residential,15,21.575499999999998,21.868,2.2285736479196014,19.34,0.0,0.0,0.0,1.0,1.0,-0.013557043869203422,0.10361289425505771
MTR-00062,ZONE-08,residential,15,22.319333333333336,22.39558333333333,2.2493101821487858,21.206428571428575,0.0,0.0,0.0,1.0,1.0,-0.003416320678634177,0.04986281378945434
MTR-00063,ZONE-04,residential,5,10.250166666666667,10.314666666666666,1.08858858070403,9.31,0.0,0.0,0.0,0.0,0.0,-0.006292580608445286,0.09172208581974273
MTR-00064,ZONE-10,residential,15,23.853166666666667,23.884166666666665,2.5512144359185513,20.25,0.0,0.0,0.0,0.0,0.0,-0.0012996178005715286,0.1510561141427763
MTR-00065,ZONE-05,industrial,150,349.069,200.53458333333336,100.45341848607845,136.03142857142856,2.0,3.0,1.0,2.0,8.0,0.42551591996615756,0.6103021793071612
MTR-00066,ZONE-04,residential,10,11.566166666666668,11.621166666666666,1.3081015709370412,11.133571428571429,0.0,0.0,0.0,0.0,0.0,-0.004755248785970334,0.037401781468527906
MTR-00067,ZONE-10,residential,15,7.8645000000000005,7.85325,0.8026083135888993,7.08,0.0,0.0,1.0,0.0,1.0,0.0014304787335495117,0.0997520503528515
MTR-00068,ZONE-04,residential,10,22.671166666666668,10.58925,2.4429391178687685,9.880714285714287,1.0,0.0,0.0,1.0,2.0,0.5329199350129019,0.5641726589994214
MTR-00069,ZONE-01,commercial,75,98.55866666666665,99.7325,10.332371765597724,95.67285714285713,0.0,0.0,0.0,0.0,0.0,-0.011909996076787,0.02928011935844843
MTR-00070,ZONE-05,residential,5,20.752166666666668,21.193166666666666,2.2318432610146925,20.154285714285717,0.0,0.0,0.0,0.0,0.0,-0.021250793089878206,0.028810531545185647
MTR-00071,ZONE-08,industrial,100,176.89816666666667,175.80741666666665,19.51265370509214,147.95,1.0,0.0,0.0,0.0,1.0,0.006165976847320009,0.1636431129397422
MTR-00072,ZONE-02,residential,5,17.139833333333335,17.669666666666668,2.027502472134079,14.24,0.0,0.0,0.0,0.0,0.0,-0.030912397047812457,0.16918678711383828
MTR-00073,ZONE-05,residential,15,21.848333333333336,21.675333333333334,2.1650306859600077,19.1,0.0,0.0,0.0,0.0,0.0,0.007918224120833095,0.1257914409947365
MTR-00074,ZONE-02,residential,10,16.160333333333334,16.09433333333333,1.76152327765008,14.7,0.0,0.0,0.0,0.0,0.0,0.004084074173387631,0.09036529774550861
MTR-00075,ZONE-07,residential,10,22.87633333333333,22.9895,2.6243458888907574,21.33,0.0,0.0,0.0,0.0,0.0,-0.004946888341663236,0.06759533141966223
MTR-00076,ZONE-05,residential,5,21.342666666666666,21.687416666666667,2.233393053363498,19.55,0.0,1.0,0.0,0.0,1.0,-0.016153089273442944,0.08399450240519768
MTR-00077,ZONE-04,industrial,150,197.08583333333334,199.10716666666667,21.740479310361536,168.49,0.0,0.0,0.0,0.0,0.0,-0.010256106687864364,0.14509329691378126
MTR-00078,ZONE-03,residential,5,14.875333333333334,15.265083333333333,1.6085209009507828,14.17,0.0,0.0,0.0,0.0,0.0,-0.026201093532917996,0.04741630439654021
MTR-00079,ZONE-06,industrial,100,207.51733333333334,215.718,26.25587904073449,186.1,1.0,0.0,0.0,0.0,1.0,-0.03951798403988738,0.10320744291239936
MTR-00080,ZONE-07,residential,15,19.815166666666666,19.88533333333333,2.1887619513212986,18.672857142857143,0.0,0.0,0.0,0.0,0.0,-0.003541058616716164,0.05764824202721097
MTR-00081,ZONE-10,residential,15,13.721499999999999,13.907083333333333,1.5847081197905093,9.95,0.0,0.0,0.0,0.0,0.0,-0.013525003340256747,0.2748606201945851
MTR-00082,ZONE-05,industrial,100,202.61,204.3273333333333,23.390113250498565,187.16,0.0,0.0,0.0,0.0,0.0,-0.008476054159880064,0.07625487389566166
MTR-00083,ZONE-02,residential,15,13.2295,7.048416666666667,1.0819426939525023,6.386428571428572,0.0,1.0,1.0,0.0,2.0,0.4672197235975156,0.5172585077721326
MTR-00084,ZONE-09,residential,10,24.445666666666668,24.40041666666667,2.709192380459855,17.62,0.0,0.0,0.0,0.0,0.0,0.0018510438114457406,0.27921785728895376
MTR-00085,ZONE-07,residential,5,10.6855,10.95825,1.2505176491182766,10.212857142857143,0.0,0.0,0.0,0.0,0.0,-0.025525244490196997,0.04423217043122518
MTR-00086,ZONE-08,industrial,150,381.5013333333334,395.0963333333333,44.41160462196833,324.42,0.0,0.0,1.0,0.0,1.0,-0.0356355242096138,0.14962289341059543
MTR-00087,ZONE-01,commercial,75,87.57133333333333,88.97716666666666,8.655313147788151,75.11,0.0,0.0,1.0,1.0,2.0,-0.016053579177356392,0.1422992303417404
MTR-00088,ZONE-04,residential,15,18.072333333333333,18.184,1.8446403853489988,16.34,0.0,0.0,0.0,0.0,0.0,-0.006178873784975281,0.09585554346422709
MTR-00089,ZONE-08,industrial,100,230.16083333333333,234.51508333333334,25.520500936702316,198.89,0.0,1.0,1.0,0.0,2.0,-0.018918292643187895,0.13586513778408582
MTR-00090,ZONE-09,industrial,100,156.38866666666667,158.31875,18.203931727985108,143.42,0.0,0.0,0.0,0.0,0.0,-0.012341580591944012,0.08292587271882457
MTR-00091,ZONE-05,industrial,200,373.55833333333334,379.45366666666666,42.007870469717474,338.85,0.0,0.0,0.0,0.0,0.0,-0.01578156022040278,0.09291275347446848
MTR-00092,ZONE-09,industrial,100,172.405,124.01408333333333,33.0780112165683,99.81499999999998,0.0,2.0,0.0,2.0,4.0,0.28068163142986957,0.4210434732171342
MTR-00093,ZONE-09,residential,15,15.944666666666667,15.975083333333334,1.7120418768111896,15.01,0.0,0.0,1.0,0.0,1.0,-0.001907638917924448,0.058619392064222064
MTR-00094,ZONE-04,industrial,100,324.666,331.248,36.51384831342025,261.03,0.0,0.0,0.0,0.0,0.0,-0.02027314224464516,0.19600450924950574
MTR-00095,ZONE-09,residential,5,8.455333333333334,8.418,1.0106613193948848,6.85,0.0,0.0,0.0,0.0,0.0,0.004415359142158959,0.18986044311282824
MTR-00096,ZONE-03,industrial,200,246.01049999999998,249.39708333333334,26.09069596218768,203.68,0.0,0.0,0.0,0.0,0.0,-0.01376601134233435,0.17206785889220166
MTR-00097,ZONE-03,residential,15,9.971499999999999,10.161833333333334,1.234346684159145,9.195,0.0,0.0,0.0,0.0,0.0,-0.019087733373447824,0.07787193501479206
MTR-00098,ZONE-07,commercial,75,103.58016666666667,106.51700000000001,12.463186570688826,78.39,1.0,0.0,0.0,0.0,1.0,-0.028353240082963138,0.24319488447756255
MTR-00099,ZONE-07,commercial,75,65.23266666666667,66.10583333333334,7.3551161617952365,62.11,0.0,0.0,0.0,0.0,0.0,-0.013385420392645786,0.0478696767468243
MTR-00100,ZONE-02,commercial,75,95.79816666666667,56.39066666666667,15.64212169049941,49.401428571428575,3.0,1.0,1.0,2.0,7.0,0.41135964675733183,0.48431759927804563
MTR-00101,ZONE-09,commercial,25,70.63449999999999,71.92933333333333,7.573270081007802,58.52,0.0,0.0,0.0,0.0,0.0,-0.018331457479465962,0.17150967303513143
MTR-00102,ZONE-02,commercial,75,107.29233333333333,110.25516666666667,12.50118044734299,98.2,0.0,0.0,0.0,0.0,0.0,-0.027614585695778127,0.08474355110803189
MTR-00103,ZONE-09,commercial,75,106.38283333333334,108.53975,12.077010695198242,104.50357142857142,0.0,0.0,0.0,0.0,0.0,-0.02027504437589389,0.017665086047046308
MTR-00104,ZONE-01,residential,5,11.5855,11.879166666666666,1.270535904488274,11.292857142857143,0.0,0.0,0.0,0.0,0.0,-0.02534777667486665,0.02525940677077876
MTR-00105,ZONE-08,industrial,200,245.20083333333332,253.5085,27.428063762590057,213.89,0.0,0.0,0.0,0.0,0.0,-0.033881070279125014,0.12769464486594329
MTR-00106,ZONE-08,residential,5,24.897,24.385833333333334,2.737997668460109,23.25,0.0,0.0,0.0,0.0,0.0,0.020531255439075524,0.06615254849981922
MTR-00107,ZONE-08,residential,5,21.305333333333333,21.922916666666666,2.30125993836454,19.77,0.0,0.0,0.0,1.0,1.0,-0.028987264534701795,0.07206333312472624
MTR-00108,ZONE-07,residential,15,18.951833333333333,19.184166666666666,2.2311720488309716,18.1,0.0,0.0,0.0,0.0,0.0,-0.012259148191467784,0.04494727862739745
MTR-00109,ZONE-05,industrial,100,375.74216666666666,385.73016666666666,43.387353673570814,339.25,0.0,0.0,0.0,0.0,0.0,-0.026582057820677463,0.09712023271276893
MTR-00110,ZONE-08,industrial,100,240.52383333333333,241.82791666666665,24.543671278456486,207.08,0.0,0.0,0.0,0.0,0.0,-0.005421846622268189,0.13904581874422695
MTR-00111,ZONE-03,industrial,100,253.38216666666668,252.45516666666666,24.486899120619917,239.04214285714284,0.0,0.0,0.0,0.0,0.0,0.0036585053012808677,0.056594447818376525
MTR-00112,ZONE-08,residential,5,20.392833333333332,20.855666666666664,2.238217978635673,18.66,0.0,0.0,0.0,0.0,0.0,-0.0226958817231544,0.08497266196457898
MTR-00113,ZONE-06,commercial,75,79.7145,80.37141666666666,8.252525999422748,69.68,0.0,0.0,0.0,0.0,0.0,-0.008240867930761064,0.12588048598435664
MTR-00114,ZONE-05,residential,5,9.9025,9.621666666666666,0.9997019163573848,8.3,0.0,0.0,0.0,0.0,0.0,0.02835984179079365,0.16182782125725814
MTR-00115,ZONE-06,commercial,25,104.99933333333334,107.72041666666668,11.653617132114169,93.57,0.0,0.0,1.0,0.0,1.0,-0.025915243906310614,0.108851484771332
MTR-00116,ZONE-06,commercial,25,66.22083333333333,66.24975,7.339035549315575,63.24928571428571,0.0,1.0,0.0,0.0,1.0,-0.0004366702321778604,0.04487330450962235
MTR-00117,ZONE-01,residential,15,15.418000000000001,15.374333333333334,1.8522549207159704,14.01,0.0,0.0,1.0,0.0,1.0,0.002832187486487614,0.091321831625373
MTR-00118,ZONE-02,residential,10,21.203666666666667,21.90825,2.2551392893313085,18.45,0.0,0.0,0.0,0.0,0.0,-0.033229315684394134,0.1298674757510494
MTR-00119,ZONE-03,residential,15,15.649166666666668,15.670666666666667,1.8568414191907754,14.77714285714286,0.0,0.0,0.0,0.0,0.0,-0.0013738750732199545,0.055723338379496834
MTR-00120,ZONE-02,residential,10,11.548666666666666,11.615833333333335,1.3135643876720413,9.11,0.0,0.0,0.0,0.0,0.0,-0.00581596721122235,0.21116434797667838
MTR-00121,ZONE-05,residential,5,12.705833333333334,13.24975,1.3817425744388159,10.43,0.0,0.0,0.0,0.0,0.0,-0.04280842132878604,0.1791172033842724
MTR-00122,ZONE-07,residential,5,13.341666666666667,13.471833333333334,1.4370411848471076,12.754999999999999,0.0,0.0,0.0,0.0,0.0,-0.009756402248594753,0.04397251717676465
MTR-00123,ZONE-07,residential,5,10.059666666666667,9.928500000000001,1.1147088778479077,9.2875,0.0,0.0,0.0,0.0,0.0,0.013038868087080324,0.07675867324961072
MTR-00124,ZONE-05,residential,5,20.349,19.94333333333333,2.0054314204362185,18.93642857142857,0.0,0.0,0.0,0.0,0.0,0.019935459563942604,0.06941724058044274
MTR-00125,ZONE-09,commercial,50,93.588,95.08241666666666,10.256032288966573,91.62357142857142,0.0,0.0,0.0,0.0,0.0,-0.015968037212747976,0.020990175785662424
MTR-00126,ZONE-06,residential,15,16.1165,16.11275,1.7615682291783137,14.59,0.0,0.0,0.0,0.0,0.0,0.00023268079297611433,0.09471659479415495
MTR-00127,ZONE-01,residential,15,21.235333333333333,21.278333333333332,2.1445425491460965,17.82,0.0,1.0,0.0,1.0,2.0,-0.002024927008444921,0.1608325746397513
MTR-00128,ZONE-08,residential,10,19.762166666666666,19.993833333333335,2.202757318435594,18.12,0.0,0.0,0.0,1.0,1.0,-0.01172273620470099,0.08309648908267475
MTR-00129,ZONE-06,residential,10,10.355500000000001,10.630416666666667,1.1344079237800717,8.31,0.0,0.0,1.0,0.0,1.0,-0.026547889205414066,0.1975278837332819
MTR-00130,ZONE-07,residential,10,20.646166666666666,20.797916666666666,2.2775506140852038,19.490714285714287,0.0,0.0,2.0,0.0,2.0,-0.007350032693720365,0.0559644993478553
MTR-00131,ZONE-06,commercial,50,87.30666666666666,87.14808333333333,10.003988977162166,77.42,1.0,0.0,0.0,0.0,1.0,0.0018163943188759246,0.11324068417837496
MTR-00132,ZONE-06,residential,15,16.011,16.421583333333334,1.8951095823544482,13.52,0.0,0.0,0.0,0.0,0.0,-0.02564382820144484,0.15558053837986385
MTR-00133,ZONE-01,residential,15,13.435833333333333,13.8835,1.4545158020755204,13.342142857142857,0.0,0.0,0.0,0.0,0.0,-0.0333188612541091,0.006973179397666174
MTR-00134,ZONE-06,residential,15,24.159166666666668,24.263666666666666,2.575288491086955,17.24,0.0,0.0,0.0,0.0,0.0,-0.004325480321478947,0.286399227346418
MTR-00135,ZONE-08,residential,10,8.966166666666668,8.988166666666666,1.0278712466646238,8.16,1.0,1.0,0.0,0.0,2.0,-0.0024536684201719172,0.08991207688161063
MTR-00136,ZONE-04,commercial,50,71.20666666666666,72.16266666666667,8.446454353659846,61.72,0.0,0.0,0.0,0.0,0.0,-0.01342570920325814,0.13322722591517644
MTR-00137,ZONE-07,residential,15,12.259500000000001,12.391416666666666,1.2655395739230226,9.1,0.0,0.0,0.0,0.0,0.0,-0.010760362711910387,0.2577185040172928
MTR-00138,ZONE-01,residential,10,8.686333333333332,8.894666666666666,0.9630963138772372,7.9,0.0,0.0,0.0,0.0,0.0,-0.023984036225488392,0.09052534632948295
MTR-00139,ZONE-04,commercial,25,104.51883333333333,106.63641666666668,10.25111584791875,94.58,0.0,0.0,0.0,0.0,0.0,-0.020260303964357407,0.095091315281297
MTR-00140,ZONE-05,industrial,150,306.88283333333334,315.1603333333333,33.75890124594303,252.34,0.0,0.0,0.0,0.0,0.0,-0.026972834909305687,0.1777317836286053
MTR-00141,ZONE-10,commercial,75,48.99816666666666,49.915083333333335,4.964455845481629,41.83,0.0,0.0,0.0,0.0,0.0,-0.01871328519094262,0.14629458925333938
MTR-00142,ZONE-03,industrial,200,335.43933333333337,341.60825,37.010720787554064,314.61,1.0,0.0,0.0,0.0,1.0,-0.01839055845170212,0.062095679496938394
MTR-00143,ZONE-03,industrial,200,384.4455,262.45408333333336,89.34684659119944,197.29214285714286,2.0,1.0,0.0,2.0,5.0,0.3173178426244204,0.4868137542066616
MTR-00144,ZONE-05,residential,15,18.323833333333333,18.18566666666667,1.945626309622349,15.46,0.0,0.0,1.0,0.0,1.0,0.007540270867631205,0.15629007758565794
MTR-00145,ZONE-10,commercial,25,65.51533333333333,65.79041666666667,6.815687341903017,56.7,0.0,0.0,1.0,0.0,1.0,-0.0041987626306312364,0.13455374314409851
MTR-00146,ZONE-09,residential,10,9.382,9.409083333333333,0.9960501791495018,8.8,0.0,0.0,0.0,0.0,0.0,-0.0028867334612379114,0.06203368151779998
MTR-00147,ZONE-01,residential,10,23.549500000000002,23.708166666666667,2.40471105667738,19.9,0.0,1.0,0.0,1.0,2.0,-0.006737581123449132,0.15497144313042754
MTR-00148,ZONE-03,residential,15,14.074166666666667,14.341333333333333,1.5099184313954799,11.87,0.0,0.0,0.0,1.0,1.0,-0.01898276985019831,0.15661081177097524
MTR-00149,ZONE-09,industrial,200,357.2726666666667,363.87583333333333,37.535550847842636,324.14,0.0,0.0,0.0,0.0,0.0,-0.018482149021568972,0.09273775958231723
MTR-00150,ZONE-01,industrial,200,285.36350000000004,284.22208333333333,33.08585132361148,242.39,0.0,0.0,0.0,0.0,0.0,0.003999869172710335,0.15059213949927042
MTR-00151,ZONE-09,residential,10,8.5025,8.728583333333335,0.9787629783492603,7.84,0.0,0.0,0.0,1.0,1.0,-0.0265902185631679,0.07791825933548957
MTR-00152,ZONE-03,commercial,25,57.107,57.686416666666666,6.545729610016822,47.3,0.0,0.0,0.0,0.0,0.0,-0.010146158381050707,0.17173026073861353
MTR-00153,ZONE-10,residential,10,23.383333333333333,23.29416666666667,2.4776848041660817,18.43,0.0,0.0,0.0,0.0,0.0,0.003813257305773199,0.21183178902352107
MTR-00154,ZONE-03,industrial,150,225.7875,227.683,23.807859644250595,188.63,0.0,0.0,0.0,0.0,0.0,-0.008395061728394992,0.16456845485246085
MTR-00155,ZONE-05,residential,5,20.77583333333333,13.996333333333332,5.66520397006224,9.514285714285716,0.0,1.0,0.0,1.0,2.0,0.3263166339095904,0.5420503446655625
MTR-00156,ZONE-07,residential,10,20.290000000000003,20.427833333333336,2.359068746378547,16.27,0.0,0.0,0.0,1.0,1.0,-0.006793165763101738,0.19812715623459842
MTR-00157,ZONE-02,commercial,75,53.052,52.52733333333333,5.966224927703881,47.22,0.0,0.0,0.0,0.0,0.0,0.009889667998693175,0.1099298801176205
MTR-00158,ZONE-06,commercial,75,50.25533333333333,51.08575,5.428498819450282,43.56,0.0,0.0,0.0,0.0,0.0,-0.016523951023440286,0.1332263242375601
MTR-00159,ZONE-06,residential,10,21.274166666666666,13.826833333333333,6.33020330807539,8.72,0.0,1.0,0.0,2.0,3.0,0.3500646323788632,0.5901132045908575
