meter_id,zone_id,drop_ratio,min_drop_ratio,total_alarms,anomaly_score,rule_flagged,ml_flagged,ensemble_flagged,is_fraud
MTR-00396,ZONE-09,0.3078013435910127,0.4683993050176189,3.0,0.04000993812483211,True,True,True,True
MTR-00242,ZONE-06,0.3926672365083126,0.4797792035261526,2.0,0.03167469759048647,True,True,True,True
MTR-00086,ZONE-08,-0.0356355242096138,0.1496228934105954,1.0,0.02626644808767964,False,True,True,False
MTR-00224,ZONE-03,0.4726206749631628,0.6414939779814001,2.0,0.024090153818518645,True,True,True,True
MTR-00187,ZONE-02,0.2322382082468109,0.5130339661821417,3.0,0.0236278483347242,True,True,True,True
MTR-00316,ZONE-07,0.3309257186507031,0.4416997387826985,1.0,0.023253311718406056,False,True,True,True
MTR-00068,ZONE-04,0.5329199350129019,0.5641726589994214,2.0,0.018325980255288088,True,True,True,True
MTR-00324,ZONE-10,0.1910150425447856,0.4600687100867644,3.0,0.01807089877742951,True,True,True,True
MTR-00294,ZONE-04,-0.0297581779291236,0.0785646542272852,1.0,0.017700003428671174,False,True,True,False
MTR-00328,ZONE-01,-0.0050491334909421,0.2088140813999558,1.0,0.016659184029381935,False,True,True,False
MTR-00441,ZONE-10,0.2778537016123219,0.5965762617611623,0.0,0.015264584922116131,False,True,True,True
MTR-00272,ZONE-01,-0.0128389304334808,0.0700622631775033,1.0,0.014516793352418622,False,True,True,False
MTR-00234,ZONE-08,-0.0028468074036627,0.0955987375881651,3.0,0.014141976169948722,False,True,True,False
MTR-00385,ZONE-01,0.0105526626299167,0.0626497000699483,2.0,0.01305819415254339,False,True,True,False
MTR-00284,ZONE-05,0.2689532369525584,0.4047205179608621,3.0,0.013030980450545404,True,True,True,True
MTR-00476,ZONE-08,0.3595741663268742,0.394755970003723,3.0,0.011844593573477669,True,True,True,True
MTR-00244,ZONE-07,0.2469459114915315,0.4444415537112678,3.0,0.01143426055146457,True,True,True,True
MTR-00089,ZONE-08,-0.0189182926431878,0.1358651377840858,2.0,0.010657154501466204,False,True,True,False
MTR-00281,ZONE-03,0.0013474275979281,0.0420370010710112,2.0,0.008199474008529606,False,True,True,False
MTR-00372,ZONE-07,-0.0006733158103193,0.2023908112195297,3.0,0.0037798521837255628,False,True,True,False
MTR-00046,ZONE-10,0.2214969474245748,0.645852561877101,2.0,0.0012260061674551626,True,True,True,True
MTR-00211,ZONE-03,0.2465611123160693,0.3793368307928644,2.0,-0.00013622290749504273,True,False,True,True
MTR-00275,ZONE-05,0.0199721344732499,0.1670757157354903,1.0,-0.0021475186556479953,False,False,False,False
MTR-00454,ZONE-01,0.3298048135619581,0.4523504024262219,3.0,-0.0038006095044137433,True,False,True,True
MTR-00180,ZONE-06,-0.0242149017775441,0.0603853246222266,1.0,-0.012036170693136783,False,False,False,False
MTR-00499,ZONE-10,0.0086180382180115,0.1432558404450225,1.0,-0.01276327229751073,False,False,False,False
MTR-00485,ZONE-05,0.3398392423699813,0.4125638795568365,2.0,-0.013671976624860749,True,False,True,True
MTR-00367,ZONE-05,-0.0326877666377891,0.1110382092042079,1.0,-0.017261729752249932,False,False,False,False
MTR-00399,ZONE-03,0.1272016792932747,0.436110275415037,2.0,-0.018194414004107262,True,False,True,True
MTR-00058,ZONE-02,0.0007895706278762,0.1431555437260596,1.0,-0.018939678681397787,False,False,False,False
MTR-00014,ZONE-08,-0.0436159607099362,0.0739631178833657,1.0,-0.021737475507209725,False,False,False,False
MTR-00155,ZONE-05,0.3263166339095904,0.5420503446655625,2.0,-0.025270320154125225,True,False,True,True
MTR-00282,ZONE-05,-0.0378014474012571,-0.0007316409174438,2.0,-0.025571674906756048,False,False,False,False
MTR-00142,ZONE-03,-0.0183905584517021,0.0620956794969383,1.0,-0.029773512215140352,False,False,False,False
MTR-00383,ZONE-10,0.2347543558983147,0.5894030277063695,1.0,-0.02982558210005526,True,False,True,True
MTR-00264,ZONE-10,-0.0258749800592363,0.0861167369734542,1.0,-0.030411443615657507,False,False,False,False
MTR-00292,ZONE-03,0.3550236880938204,0.4941177340794188,0.0,-0.03229113242602277,False,False,False,True
MTR-00240,ZONE-07,-0.0017792300948435,0.2590930102813421,1.0,-0.03656672101756375,False,False,False,False
MTR-00044,ZONE-04,-0.0304979864453391,0.2643158825262744,2.0,-0.041098079574751534,False,False,False,False
MTR-00184,ZONE-07,-0.001851048786521,0.1634989267485471,1.0,-0.041785110489666155,False,False,False,False
MTR-00487,ZONE-04,-0.0332060437981376,0.040406943326819,2.0,-0.04209823972995075,False,False,False,False
MTR-00352,ZONE-01,-0.0071538899029497,0.1645744062882045,1.0,-0.04374393673238164,False,False,False,False
MTR-00472,ZONE-09,0.3388948520436081,0.4151047210145581,1.0,-0.045941258157535914,True,False,True,True
MTR-00087,ZONE-01,-0.0160535791773563,0.1422992303417404,2.0,-0.04710498999976975,False,False,False,False
MTR-00355,ZONE-10,-0.0130549682875262,0.1763817577771066,2.0,-0.04972086596387448,False,False,False,False
MTR-00345,ZONE-10,-0.0418639441094368,0.0630927962246109,2.0,-0.05026341184843719,False,False,False,False
MTR-00045,ZONE-01,-0.005937651251815,0.1706868482421789,0.0,-0.05231495031593869,False,False,False,False
MTR-00223,ZONE-08,-0.0243259011728769,0.0370432109414219,1.0,-0.05234397128738599,False,False,False,False
MTR-00079,ZONE-06,-0.0395179840398873,0.1032074429123993,1.0,-0.05342252841445061,False,False,False,False
MTR-00051,ZONE-08,-0.0113373991531169,0.0506163759467349,0.0,-0.05516884743040884,False,False,False,False
MTR-00168,ZONE-02,-0.0174245657085985,0.0753468002802483,1.0,-0.057601084636973277,False,False,False,False
MTR-00449,ZONE-06,-0.0062325512576071,0.1162808204332155,0.0,-0.060096130900901434,False,False,False,False
MTR-00012,ZONE-10,-0.0027833819892524,0.1049480280406848,2.0,-0.06143148601644571,False,False,False,False
MTR-00130,ZONE-07,-0.0073500326937203,0.0559644993478553,2.0,-0.0615967272427439,False,False,False,False
MTR-00228,ZONE-06,-0.0139425416717362,0.0902177880520743,2.0,-0.06288439659881623,False,False,False,False
MTR-00109,ZONE-05,-0.0265820578206774,0.0971202327127689,0.0,-0.06469582762461362,False,False,False,False
MTR-00463,ZONE-08,-0.0201776720898008,0.0424373476018883,1.0,-0.06599679187626029,False,False,False,False
MTR-00071,ZONE-08,0.00616597684732,0.1636431129397422,1.0,-0.06617141392142972,False,False,False,False
MTR-00474,ZONE-05,-0.0457365732982202,0.0405793631793153,2.0,-0.06672808892286214,False,False,False,False
MTR-00003,ZONE-07,-0.0423177769466398,0.1332233028649914,0.0,-0.06883373961745703,False,False,False,False
MTR-00029,ZONE-06,-0.0387079213734251,0.0645320156685106,1.0,-0.07033697740196149,False,False,False,False
MTR-00135,ZONE-08,-0.0024536684201719,0.0899120768816106,2.0,-0.07100770750616014,False,False,False,False
MTR-00337,ZONE-10,-0.0174836053589702,0.0690109572697554,0.0,-0.07152894216136335,False,False,False,False
MTR-00091,ZONE-05,-0.0157815602204027,0.0929127534744684,0.0,-0.07345104297578803,False,False,False,False
MTR-00368,ZONE-04,-0.0201408424225213,0.0803783371411777,1.0,-0.07648557111609089,False,False,False,False
MTR-00056,ZONE-01,-0.0074858051748689,0.1838206735837542,2.0,-0.07694612854280752,False,False,False,False
MTR-00362,ZONE-09,-0.0039429094292862,0.1279985608186531,0.0,-0.07699430030505316,False,False,False,False
MTR-00479,ZONE-07,-0.0103782909515679,0.1115104681462845,2.0,-0.07700091361501193,False,False,False,False
MTR-00365,ZONE-02,-0.0168145992406325,0.0151067814539279,0.0,-0.07719718206807197,False,False,False,False
MTR-00147,ZONE-01,-0.0067375811234491,0.1549714431304275,2.0,-0.07910224082930034,False,False,False,False
MTR-00194,ZONE-04,-0.013668406025401,0.2049719405336221,0.0,-0.07914052714020775,False,False,False,False
MTR-00277,ZONE-05,0.1458432519440478,0.4831472682931569,0.0,-0.07915983520595471,False,False,False,True
MTR-00407,ZONE-05,-0.034872840025059,0.1035757051886979,2.0,-0.08291367794927468,False,False,False,False
MTR-00205,ZONE-05,-0.0227408683041785,0.1244448472763526,2.0,-0.08335363382991484,False,False,False,False
MTR-00127,ZONE-01,-0.0020249270084449,0.1608325746397513,2.0,-0.08411230042595674,False,False,False,False
MTR-00382,ZONE-10,-0.0031754024223635,0.1123875856908576,0.0,-0.0842316511560337,False,False,False,False
MTR-00421,ZONE-10,-0.0290656785640945,0.0944195585045679,0.0,-0.08480483664314775,False,False,False,False
MTR-00222,ZONE-05,-0.0027301139007023,0.0612305216663108,1.0,-0.08525043682308558,False,False,False,False
MTR-00312,ZONE-07,0.0005442067204841,0.1971493402602459,0.0,-0.08554889628297785,False,False,False,False
MTR-00021,ZONE-06,0.1309378310111626,0.4300497025992015,1.0,-0.08660263815029501,True,False,True,True
MTR-00453,ZONE-05,-0.0436343782910344,0.0669999523709562,1.0,-0.08838961633442904,False,False,False,False
MTR-00098,ZONE-07,-0.0283532400829631,0.2431948844775625,1.0,-0.08931325106297278,False,False,False,False
MTR-00214,ZONE-05,-0.0209647081608159,0.0264719185716758,1.0,-0.09004636274341615,False,False,False,False
MTR-00361,ZONE-09,-0.0137146644846182,0.1242356778789601,0.0,-0.09055690358067287,False,False,False,False
MTR-00400,ZONE-04,-0.0244197812245778,0.0329575021682565,1.0,-0.0914574483194659,False,False,False,False
MTR-00392,ZONE-02,-0.0326712926904104,0.0483608298520145,1.0,-0.09200345331458948,False,False,False,False
MTR-00349,ZONE-02,-0.0026252653433425,0.0378898811446393,0.0,-0.0921130622067815,False,False,False,False
MTR-00149,ZONE-09,-0.0184821490215689,0.0927377595823172,0.0,-0.09212789895484241,False,False,False,False
MTR-00094,ZONE-04,-0.0202731422446451,0.1960045092495057,0.0,-0.09339249127400112,False,False,False,False
MTR-00115,ZONE-06,-0.0259152439063106,0.108851484771332,1.0,-0.09680162237467893,False,False,False,False
MTR-00426,ZONE-02,-0.0276239666455433,0.0551382146834258,0.0,-0.09846358982066838,False,False,False,False
MTR-00320,ZONE-08,-0.0141221493909207,0.3106883695041276,0.0,-0.09866066049734085,False,False,False,False
MTR-00411,ZONE-02,-0.0310213286015983,0.159435259947126,1.0,-0.09900456193849894,False,False,False,False
MTR-00162,ZONE-07,-0.0360822738557382,0.065672925920359,1.0,-0.09936174361713385,False,False,False,False
MTR-00280,ZONE-01,0.0029560512963062,0.079952371271745,0.0,-0.10180773953374822,False,False,False,False
MTR-00140,ZONE-05,-0.0269728349093056,0.1777317836286053,0.0,-0.10194988637460628,False,False,False,False
MTR-00215,ZONE-08,-0.021707963622543,0.028481829713602,0.0,-0.1021872248539839,False,False,False,False
MTR-00486,ZONE-03,-0.0220778978407329,0.0955153686803649,1.0,-0.10288688791750522,False,False,False,False
MTR-00116,ZONE-06,-0.0004366702321778,0.0448733045096223,1.0,-0.10367418762958919,False,False,False,False
MTR-00017,ZONE-06,-0.0221486741060836,0.0662774592964661,0.0,-0.1060568842078572,False,False,False,False
MTR-00259,ZONE-02,0.0013281039241319,0.287804270684181,1.0,-0.108243911391886,False,False,False,False
MTR-00293,ZONE-10,-0.011203534283513,0.1628948382126348,1.0,-0.11051389222095803,False,False,False,False
MTR-00186,ZONE-05,-0.0231875933193088,0.0689327878952714,0.0,-0.11148715240374707,False,False,False,False
MTR-00131,ZONE-06,0.0018163943188759,0.1132406841783749,1.0,-0.11154037376200548,False,False,False,False
MTR-00059,ZONE-08,-0.0211393418106269,0.1280728842469463,1.0,-0.11200770104339353,False,False,False,False
MTR-00145,ZONE-10,-0.0041987626306312,0.1345537431440985,1.0,-0.11659954781710247,False,False,False,False
MTR-00150,ZONE-01,0.0039998691727103,0.1505921394992704,0.0,-0.11689397733592038,False,False,False,False
MTR-00288,ZONE-06,-0.0190716026421591,0.0456998955575616,1.0,-0.11702569462358531,False,False,False,False
MTR-00329,ZONE-02,-0.0275357049160709,0.0122462881418453,0.0,-0.11709762952783986,False,False,False,False
MTR-00263,ZONE-03,-0.0303828893466853,0.0387803745114936,0.0,-0.11896002572957987,False,False,False,False
MTR-00359,ZONE-01,0.0065427742491963,0.1284874147259468,1.0,-0.11926067054297268,False,False,False,False
MTR-00004,ZONE-05,-0.0211284071857478,0.2324863918673151,0.0,-0.11946405052255799,False,False,False,False
MTR-00404,ZONE-10,-0.0111195680279188,0.042836558335245,0.0,-0.1202332674907744,False,False,False,False
MTR-00338,ZONE-04,-0.0198872894625981,0.015650708613851,1.0,-0.12137675015809912,False,False,False,False
MTR-00431,ZONE-01,0.0013619402985075,0.2085820895522387,1.0,-0.12384198866251395,False,False,False,False
MTR-00482,ZONE-09,0.0180929994563304,0.1286897566279701,1.0,-0.1241059359608106,False,False,False,False
MTR-00031,ZONE-05,-0.0036995900233571,0.0259262975399069,1.0,-0.12413825265245415,False,False,False,False
MTR-00375,ZONE-09,0.0056370661167292,0.1632916739135836,1.0,-0.12440705135475222,False,False,False,False
MTR-00013,ZONE-08,-0.0125859301501496,0.1507717929554056,0.0,-0.12469041883815646,False,False,False,False
MTR-00210,ZONE-08,-0.0069442813872127,0.2695296907652211,1.0,-0.12496945086385203,False,False,False,False
MTR-00129,ZONE-06,-0.026547889205414,0.1975278837332819,1.0,-0.1256137310665083,False,False,False,False
MTR-00305,ZONE-06,-0.0256955004311598,0.0378585243565535,1.0,-0.12723757952361042,False,False,False,False
MTR-00340,ZONE-10,-0.0068145375148083,0.1700620083570015,0.0,-0.12851245080994594,False,False,False,False
MTR-00304,ZONE-09,0.0004843643729175,0.0451000355240208,0.0,-0.12871570839746943,False,False,False,False
MTR-00257,ZONE-07,-0.0130826347920331,0.1322989237176395,1.0,-0.1288399732704486,False,False,False,False
MTR-00451,ZONE-10,-0.0119233841443122,0.2331757971110962,1.0,-0.12889639791464824,False,False,False,False
MTR-00067,ZONE-10,0.0014304787335495,0.0997520503528515,1.0,-0.13026713427806064,False,False,False,False
MTR-00220,ZONE-10,-0.0053732270421369,0.167615695206543,1.0,-0.13034406122798708,False,False,False,False
MTR-00105,ZONE-08,-0.033881070279125,0.1276946448659432,0.0,-0.1304041371439008,False,False,False,False
MTR-00251,ZONE-02,-0.015996192271618,0.1202677542335313,0.0,-0.13079531164257918,False,False,False,False
MTR-00175,ZONE-07,-0.0018823121587658,0.0931623190917756,1.0,-0.1309721102166524,False,False,False,False
MTR-00111,ZONE-03,0.0036585053012808,0.0565944478183765,0.0,-0.1320077540598642,False,False,False,False
MTR-00343,ZONE-07,-0.0258789249121391,0.1126393743072615,0.0,-0.13223714309917733,False,False,False,False
MTR-00360,ZONE-08,-0.0215373098721487,0.0396731107394768,0.0,-0.13224655380972783,False,False,False,False
MTR-00015,ZONE-08,0.0012725532825859,0.1110587083554406,0.0,-0.13232602522892,False,False,False,False
MTR-00193,ZONE-07,-0.0067081007120364,0.1557427408799094,0.0,-0.1325447863712677,False,False,False,False
MTR-00436,ZONE-02,-0.0160591774324008,0.2191311577366661,0.0,-0.1331121768740915,False,False,False,False
MTR-00318,ZONE-08,-0.0229918449503019,0.0998319188230166,1.0,-0.13321191456748588,False,False,False,False
MTR-00241,ZONE-02,-0.0025725340073452,0.0827974018570569,0.0,-0.13351520159294644,False,False,False,False
MTR-00258,ZONE-02,-0.0142026735506231,0.0245163586379774,1.0,-0.13388010273783602,False,False,False,False
MTR-00027,ZONE-05,0.0119565393331175,0.076400129491745,0.0,-0.1341952477278598,False,False,False,False
MTR-00279,ZONE-01,-0.0280367937872194,0.0055329680724962,1.0,-0.13536723885354918,False,False,False,False
MTR-00169,ZONE-04,-0.0343657970524564,0.1648843150894208,0.0,-0.13607016445377368,False,False,False,False
MTR-00225,ZONE-08,-0.0324100917511385,0.0081861345602891,0.0,-0.13631338757393613,False,False,False,False
MTR-00386,ZONE-02,0.0017124819063202,0.0528872520651282,1.0,-0.13644934406739073,False,False,False,False
MTR-00380,ZONE-03,-0.0119637179890297,0.0734723823498585,1.0,-0.13645773361677288,False,False,False,False
MTR-00442,ZONE-04,0.0017029675300859,0.0641538434667179,1.0,-0.13669559183980723,False,False,False,False
MTR-00096,ZONE-03,-0.0137660113423343,0.1720678588922016,0.0,-0.13692310901678767,False,False,False,False
MTR-00464,ZONE-05,-0.0050617835343158,0.1000446627958909,1.0,-0.13700667130315625,False,False,False,False
MTR-00005,ZONE-05,-0.0296819716950789,0.0386780315213894,1.0,-0.13773388315561946,False,False,False,False
MTR-00171,ZONE-02,-0.0204544683126666,0.0443405852367069,0.0,-0.13774048501241237,False,False,False,False
MTR-00183,ZONE-05,0.0049197238715746,0.0497301139964053,0.0,-0.13804463485398266,False,False,False,False
MTR-00330,ZONE-06,-0.02444914087557,0.1056771418578519,1.0,-0.13807251121626218,False,False,False,False
MTR-00459,ZONE-09,-0.0025881110753578,0.1389261288214613,0.0,-0.1383030777188578,False,False,False,False
MTR-00428,ZONE-09,-0.027802316153781,0.0524825441388239,1.0,-0.1383934032157707,False,False,False,False
MTR-00160,ZONE-08,-0.0332633233687247,0.0177559014534584,1.0,-0.13870240737914508,False,False,False,False
MTR-00011,ZONE-06,-0.0100301066957717,0.0281721425980561,0.0,-0.13944405387092973,False,False,False,False
MTR-00405,ZONE-05,-0.0056584447124519,0.0488856581142923,1.0,-0.13979133348583184,False,False,False,False
MTR-00335,ZONE-05,-0.0055900538611144,0.1759788650018402,0.0,-0.14014472659952226,False,False,False,False
MTR-00378,ZONE-08,-0.0017164362545241,0.3176636123990269,0.0,-0.14026277358577482,False,False,False,False
MTR-00233,ZONE-01,-0.0226846703600598,0.13057043488997,0.0,-0.14040308796734363,False,False,False,False
MTR-00437,ZONE-06,-0.0002702184411009,0.1485504088143512,1.0,-0.14049572265094745,False,False,False,False
MTR-00353,ZONE-03,0.0008689224645541,0.0754892530769598,0.0,-0.14055411426983017,False,False,False,False
MTR-00481,ZONE-03,-0.0110483883543592,0.1509036755188922,1.0,-0.14065743483702187,False,False,False,False
MTR-00297,ZONE-09,-0.0218220670468891,0.0420755405034257,0.0,-0.14132174915523177,False,False,False,False
MTR-00154,ZONE-03,-0.0083950617283949,0.1645684548524608,0.0,-0.1413452950921938,False,False,False,False
MTR-00055,ZONE-05,-0.0162052216191328,0.0840051251039484,0.0,-0.1415551765163442,False,False,False,False
MTR-00076,ZONE-05,-0.0161530892734429,0.0839945024051976,1.0,-0.1426697766530689,False,False,False,False
MTR-00025,ZONE-08,-0.0174579643428391,0.0800920688175399,1.0,-0.14323522321828563,False,False,False,False
MTR-00110,ZONE-08,-0.0054218466222681,0.1390458187442269,0.0,-0.14325550802486664,False,False,False,False
MTR-00216,ZONE-03,-0.0027676020732587,0.2606803539801049,0.0,-0.14396276104577732,False,False,False,False
MTR-00254,ZONE-04,-0.0030102678257535,0.0920982787542004,0.0,-0.1440690176998104,False,False,False,False
MTR-00358,ZONE-09,-0.0108807540813462,0.0591605303167486,1.0,-0.14430819976694648,False,False,False,False
MTR-00438,ZONE-10,6.29207827346212e-05,0.0947796723924579,1.0,-0.14459004913803375,False,False,False,False
MTR-00276,ZONE-05,-0.0199848857902051,0.1176226810657955,0.0,-0.14486314348768065,False,False,False,False
MTR-00060,ZONE-07,-0.005726199024719,0.0715144613789615,0.0,-0.14495545155255146,False,False,False,False
MTR-00351,ZONE-06,-0.0044129499152514,0.0622418373112146,0.0,-0.1450347015937145,False,False,False,False
MTR-00151,ZONE-09,-0.0265902185631679,0.0779182593354895,1.0,-0.14542447164020478,False,False,False,False
MTR-00268,ZONE-04,-0.0104097776873379,0.0484305845245968,1.0,-0.14561807993618753,False,False,False,False
MTR-00377,ZONE-08,0.0158659986246193,0.0999115826702033,1.0,-0.14570788679841357,False,False,False,False
MTR-00077,ZONE-04,-0.0102561066878643,0.1450932969137812,0.0,-0.1461364676239798,False,False,False,False
MTR-00246,ZONE-01,0.0019526165061181,0.2287164800833115,1.0,-0.14654300865934455,False,False,False,False
MTR-00295,ZONE-06,-0.0072783375753981,0.0320869465599426,1.0,-0.14655113782764817,False,False,False,False
MTR-00332,ZONE-04,-0.0010466956063126,0.0658850257616943,1.0,-0.14666777269578113,False,False,False,False
MTR-00310,ZONE-02,-0.0014456445228239,0.1492214387893349,0.0,-0.14682382946731592,False,False,False,False
MTR-00356,ZONE-10,-0.0080576458097469,0.0471537868462715,0.0,-0.14709174124139007,False,False,False,False
MTR-00144,ZONE-05,0.0075402708676312,0.1562900775856579,1.0,-0.14740585220244878,False,False,False,False
MTR-00443,ZONE-02,-0.0105877181825062,0.0525392974044314,0.0,-0.14776707937208766,False,False,False,False
MTR-00334,ZONE-09,-0.0041382928605078,0.0813311062572272,1.0,-0.14778860815865758,False,False,False,False
MTR-00090,ZONE-09,-0.012341580591944,0.0829258727188245,0.0,-0.14810353496412304,False,False,False,False
MTR-00033,ZONE-01,0.0173657820716643,0.2199508941590389,1.0,-0.14815266813567995,False,False,False,False
MTR-00196,ZONE-01,0.0231142369438862,0.1735269332987619,1.0,-0.14855908942678242,False,False,False,False
MTR-00455,ZONE-06,0.0032638356310974,0.2400435178084146,0.0,-0.14856885276518356,False,False,False,False
MTR-00424,ZONE-06,-0.0095038114762253,0.0600822858052721,1.0,-0.14864002880481603,False,False,False,False
MTR-00261,ZONE-08,-0.0191186320475948,0.1330128836531263,1.0,-0.1491319715917353,False,False,False,False
MTR-00082,ZONE-05,-0.00847605415988,0.0762548738956616,0.0,-0.14930338876363958,False,False,False,False
MTR-00445,ZONE-06,-8.691117677739335e-05,0.1623935338084478,1.0,-0.15060836218190832,False,False,False,False
MTR-00300,ZONE-01,0.004864695215511,0.0950620728135024,1.0,-0.15062874147717892,False,False,False,False
MTR-00232,ZONE-09,-0.0004859428700207,0.2351681784889289,1.0,-0.15085683931997768,False,False,False,False
MTR-00093,ZONE-09,-0.0019076389179244,0.058619392064222,1.0,-0.1513215752496636,False,False,False,False
MTR-00278,ZONE-08,-0.0232957402485454,0.0402783051299679,1.0,-0.1516502730542182,False,False,False,False
MTR-00117,ZONE-01,0.0028321874864876,0.091321831625373,1.0,-0.15176469671700332,False,False,False,False
MTR-00314,ZONE-03,-0.0110448509145577,0.0685041343021798,1.0,-0.15271914718362278,False,False,False,False
MTR-00252,ZONE-05,-0.0170191034613202,0.1704180064308681,1.0,-0.1528619301753164,False,False,False,False
MTR-00007,ZONE-01,-0.0222687422726761,0.0322580645161291,1.0,-0.15316290940436939,False,False,False,False
MTR-00450,ZONE-03,-0.0351331120223914,0.0451083772700644,1.0,-0.15546638943997165,False,False,False,False
MTR-00333,ZONE-04,-0.0179511651952597,0.0866141732283463,1.0,-0.15622818712406333,False,False,False,False
MTR-00036,ZONE-01,0.0152681200663186,0.0618537385506775,1.0,-0.15649258320099252,False,False,False,False
MTR-00103,ZONE-09,-0.0202750443758938,0.0176650860470463,0.0,-0.15690143467285494,False,False,False,False
MTR-00408,ZONE-02,-0.005449063701491,0.1589909551074599,1.0,-0.1570167781656867,False,False,False,False
MTR-00156,ZONE-07,-0.0067931657631017,0.1981271562345984,1.0,-0.15702528502203955,False,False,False,False
MTR-00200,ZONE-10,-0.0221951643764131,0.1922073404070273,1.0,-0.15705778312783525,False,False,False,False
MTR-00390,ZONE-02,0.0014171978534176,0.0415963316620895,1.0,-0.1577593218936158,False,False,False,False
MTR-00201,ZONE-04,-0.0007966478712948,0.2103874605555842,1.0,-0.15827189583897555,False,False,False,False
MTR-00309,ZONE-04,-0.0055265020895658,0.3238027815204731,0.0,-0.15939964765061854,False,False,False,False
MTR-00020,ZONE-05,-0.0035092340109073,0.1075855230540406,1.0,-0.15949767476673637,False,False,False,False
MTR-00286,ZONE-10,-0.0121537234840412,0.1303318096771901,1.0,-0.15955444776612415,False,False,False,False
MTR-00167,ZONE-04,-0.0043279830872946,0.0332615675361086,1.0,-0.15983821514212604,False,False,False,False
MTR-00346,ZONE-03,0.0070079820498633,0.0710999115271369,1.0,-0.16014014528963144,False,False,False,False
MTR-00062,ZONE-08,-0.0034163206786341,0.0498628137894543,1.0,-0.16021622408813008,False,False,False,False
MTR-00039,ZONE-03,-0.0251656732442338,0.1236903483765874,1.0,-0.1607381131393928,False,False,False,False
MTR-00229,ZONE-06,-0.0187717058573211,0.0684841246962896,1.0,-0.16077732759295382,False,False,False,False
MTR-00467,ZONE-02,-0.023856733924457,0.0171452508951637,0.0,-0.16088157877128506,False,False,False,False
MTR-00497,ZONE-02,0.0021959093860474,0.056654333329898,1.0,-0.16091300668667008,False,False,False,False
MTR-00245,ZONE-07,-0.031434348166458,0.20888631362227,0.0,-0.1612492479037092,False,False,False,False
MTR-00471,ZONE-08,-0.0211607345273181,0.1854908184085241,1.0,-0.16151948357272694,False,False,False,False
